countryCode,name,wikidataID,gender,twitterScreenname,twitterID,positionHeld,group,groupFromState
CA,Peter Julian,http://www.wikidata.org/entity/Q3376681,male,mpjulian,19557595,member of the House of Commons of Canada,New Democratic Party,New Democratic Party
CA,Phil McColeman,http://www.wikidata.org/entity/Q7182163,male,phil4brant,271959297,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Marie-France Lalonde,http://www.wikidata.org/entity/Q17180720,female,mflalonde,417524720,member of the House of Commons of Canada,Liberal Party of Canada || Ontario Liberal Party,Liberal Party of Canada
CA,Greg Fergus,http://www.wikidata.org/entity/Q21281905,male,gregfergus,45848808,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Michel Boudrias,http://www.wikidata.org/entity/Q21428260,male,michelboudrias,2972038637,member of the House of Commons of Canada,Bloc Québécois,Bloc Québécois
CA,Michael Cooper,http://www.wikidata.org/entity/Q21642395,male,cooper4sae,2149496034,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Vance Badawey,http://www.wikidata.org/entity/Q22276923,male,vbadawey,1002181382,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Marc Miller,http://www.wikidata.org/entity/Q22279214,male,marcmillervm,1882871270,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Marc Serré,http://www.wikidata.org/entity/Q22442799,male,marcserremp,159655782,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Mary Ng,http://www.wikidata.org/entity/Q29139548,female,mary_ng,29754743,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Erin O'Toole,http://www.wikidata.org/entity/Q1840895,male,erinotoolemp,296553576,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Carolyn Bennett,http://www.wikidata.org/entity/Q2403422,female,carolyn_bennett,40550119,member of the House of Commons of Canada,Liberal Party of Canada,Liberal Party of Canada
CA,Ben Lobb,http://www.wikidata.org/entity/Q2895501,male,benlobbmp,1851503720,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,Cheryl Gallant,http://www.wikidata.org/entity/Q2962814,female,cherylgallant,43545966,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
CA,David Sweet,http://www.wikidata.org/entity/Q3018841,male,davidsweetmp,68452445,member of the House of Commons of Canada,Conservative Party of Canada,Conservative Party of Canada
